Quadrat,Transect,Site,Measurement,Value
4,5,SQ,SP3,0
3,5,SQ,SP3,0
2,5,SQ,SP3,0
1,5,SQ,SP3,0
1,6,SQ,SP3,0
2,6,SQ,SP3,0
3,6,SQ,SP3,0
2,1,SQ,SP3,0
4,6,SQ,SP3,0
5,6,SQ,SP3,0
1,7,SQ,SP3,0
2,7,SQ,SP3,0
3,7,SQ,SP3,0
4,7,SQ,SP3,0
5,7,SQ,SP3,0
1,8,SQ,SP3,0
2,8,SQ,SP3,0
3,8,SQ,SP3,0
3,1,SQ,SP3,0
4,8,SQ,SP3,0
5,8,SQ,SP3,0
1,9,SQ,SP3,0
2,9,SQ,SP3,0
3,9,SQ,SP3,0
4,9,SQ,SP3,0
5,9,SQ,SP3,0
1,10,SQ,SP3,0
2,10,SQ,SP3,0
3,10,SQ,SP3,0
4,1,SQ,SP3,0
4,10,SQ,SP3,0
5,10,SQ,SP3,0
1,11,SQ,SP3,0
2,11,SQ,SP3,0
3,11,SQ,SP3,0
4,11,SQ,SP3,0
5,11,SQ,SP3,0
1,12,SQ,SP3,0
2,12,SQ,SP3,0
3,12,SQ,SP3,0
5,1,SQ,SP3,0
4,12,SQ,SP3,0
5,12,SQ,SP3,0
1,2,SQ,SP3,0
2,2,SQ,SP3,0
3,2,SQ,SP3,0
4,2,W,SP3,NA
5,2,W,SP3,NA
1,3,W,SP3,NA
2,3,W,SP3,NA
3,3,W,SP3,NA
4,3,W,SP3,NA
5,3,W,SP3,NA
1,4,W,SP3,NA
2,4,W,SP3,NA
3,4,W,SP3,NA
1,1,W,SP3,NA
4,4,W,SP3,NA
5,4,W,SP3,NA
1,5,W,SP3,NA
2,5,W,SP3,NA
3,5,W,SP3,NA
4,5,W,SP3,NA
5,5,W,SP3,NA
1,6,W,SP3,NA
2,6,W,SP3,NA
3,6,W,SP3,NA
2,1,W,SP3,NA
4,6,W,SP3,NA
5,6,W,SP3,NA
1,7,W,SP3,NA
2,7,W,SP3,NA
3,7,W,SP3,NA
4,7,W,SP3,NA
5,7,W,SP3,NA
1,8,W,SP3,NA
2,8,W,SP3,NA
3,8,W,SP3,NA
3,1,W,SP3,NA
4,8,W,SP3,NA
5,8,W,SP3,NA
1,9,W,SP3,NA
2,9,W,SP3,NA
3,9,W,SP3,NA
4,9,W,SP3,NA
5,9,W,SP3,NA
1,10,W,SP3,NA
2,10,W,SP3,NA
3,10,W,SP3,NA
4,1,W,SP3,NA
4,10,W,SP3,NA
5,10,W,SP3,NA
1,11,W,SP3,NA
2,11,W,SP3,NA
3,11,W,SP3,NA
4,11,W,SP3,NA
5,11,W,SP3,NA
1,12,W,SP3,NA
2,12,W,SP3,NA
3,12,W,SP3,NA
5,1,W,SP3,NA
4,12,W,SP3,NA
5,12,W,SP3,NA
0,0,W,SP3,NA
0,0,W,SP3,NA
0,0,W,SP3,NA
0,0,W,SP3,NA
0,0,W,SP3,NA
0,0,W,SP3,NA
0,0,W,SP3,NA
0,0,W,SP3,NA
1,2,W,SP3,NA
0,0,W,SP3,NA
0,0,W,SP3,NA
0,0,W,SP3,NA
0,0,W,SP3,NA
0,0,W,SP3,NA
0,0,W,SP3,NA
2,2,W,SP3,NA
3,2,W,SP3,NA
2,11,EP,SP4,NA
1,11,EP,SP4,NA
5,10,EP,SP4,NA
4,10,EP,SP4,NA
3,10,EP,SP4,NA
2,10,EP,SP4,NA
1,10,EP,SP4,NA
1,9,EP,SP4,NA
2,9,EP,SP4,NA
3,9,EP,SP4,NA
1,12,EP,SP4,NA
4,9,EP,SP4,NA
5,9,EP,SP4,NA
1,8,EP,SP4,NA
2,8,EP,SP4,NA
3,8,EP,SP4,NA
4,8,EP,SP4,NA
5,8,EP,SP4,NA
1,7,EP,SP4,NA
2,7,EP,SP4,NA
3,7,EP,SP4,NA
2,12,EP,SP4,NA
4,7,EP,SP4,NA
5,7,EP,SP4,NA
1,6,EP,SP4,NA
2,6,EP,SP4,NA
3,6,EP,SP4,NA
4,6,EP,SP4,NA
5,6,EP,SP4,NA
5,5,EP,SP4,NA
4,5,EP,SP4,NA
3,5,EP,SP4,NA
3,12,EP,SP4,NA
2,5,EP,SP4,NA
1,5,EP,SP4,NA
1,4,EP,SP4,NA
2,4,EP,SP4,NA
3,4,EP,SP4,NA
4,4,EP,SP4,NA
5,4,EP,SP4,NA
5,3,EP,SP4,NA
4,3,EP,SP4,NA
3,3,EP,SP4,NA
4,12,EP,SP4,NA
2,3,EP,SP4,NA
1,3,EP,SP4,NA
1,2,EP,SP4,NA
2,2,EP,SP4,NA
3,2,EP,SP4,NA
4,2,EP,SP4,NA
5,2,EP,SP4,NA
1,1,EP,SP4,NA
2,1,EP,SP4,NA
3,1,EP,SP4,NA
5,12,EP,SP4,NA
4,1,EP,SP4,NA
5,1,EP,SP4,NA
5,11,EP,SP4,NA
4,11,EP,SP4,NA
3,11,EP,SP4,NA
4,8,GC,SP4,NA
5,8,GC,SP4,NA
1,12,GC,SP4,NA
2,12,GC,SP4,NA
3,12,GC,SP4,NA
4,12,GC,SP4,NA
5,12,GC,SP4,NA
1,7,GC,SP4,NA
2,7,GC,SP4,NA
1,6,GC,SP4,NA
1,10,GC,SP4,NA
2,6,GC,SP4,NA
5,1,GC,SP4,NA
1,4,GC,SP4,NA
2,4,GC,SP4,NA
3,4,GC,SP4,NA
4,4,GC,SP4,NA
5,4,GC,SP4,NA
1,5,GC,SP4,NA
2,5,GC,SP4,NA
3,5,GC,SP4,NA
2,10,GC,SP4,NA
4,5,GC,SP4,NA
5,5,GC,SP4,NA
1,11,GC,SP4,NA
2,11,GC,SP4,NA
3,11,GC,SP4,NA
4,11,GC,SP4,NA
5,11,GC,SP4,NA
1,9,GC,SP4,NA
2,9,GC,SP4,NA
3,9,GC,SP4,NA
3,10,GC,SP4,NA
4,9,GC,SP4,NA
5,9,GC,SP4,NA
5,7,GC,SP4,NA
4,7,GC,SP4,NA
3,7,GC,SP4,NA
5,6,GC,SP4,NA
4,6,GC,SP4,NA
4,10,GC,SP4,NA
5,10,GC,SP4,NA
1,8,GC,SP4,NA
2,8,GC,SP4,NA
3,8,GC,SP4,NA
4,2,Med,SP4,NA
5,2,Med,SP4,NA
1,3,Med,SP4,NA
2,3,Med,SP4,NA
3,3,Med,SP4,NA
4,3,Med,SP4,NA
5,3,Med,SP4,NA
1,4,Med,SP4,NA
2,4,Med,SP4,NA
3,4,Med,SP4,NA
1,1,Med,SP4,NA
4,4,Med,SP4,NA
5,4,Med,SP4,NA
5,5,Med,SP4,NA
4,5,Med,SP4,NA
3,5,Med,SP4,NA
2,5,Med,SP4,NA
1,5,Med,SP4,NA
1,6,Med,SP4,NA
2,6,Med,SP4,NA
3,6,Med,SP4,NA
2,1,Med,SP4,NA
4,6,Med,SP4,NA
5,6,Med,SP4,NA
1,7,Med,SP4,NA
2,7,Med,SP4,NA
3,7,Med,SP4,NA
4,7,Med,SP4,NA
5,7,Med,SP4,NA
1,8,Med,SP4,NA
2,8,Med,SP4,NA
3,8,Med,SP4,NA
3,1,Med,SP4,NA
4,8,Med,SP4,NA
5,8,Med,SP4,NA
5,9,Med,SP4,NA
4,9,Med,SP4,NA
3,9,Med,SP4,NA
2,9,Med,SP4,NA
1,9,Med,SP4,NA
5,10,Med,SP4,NA
4,10,Med,SP4,NA
3,10,Med,SP4,NA
4,1,Med,SP4,NA
2,10,Med,SP4,NA
1,10,Med,SP4,NA
1,11,Med,SP4,NA
2,11,Med,SP4,NA
3,11,Med,SP4,NA
4,11,Med,SP4,NA
5,11,Med,SP4,NA
1,12,Med,SP4,NA
2,12,Med,SP4,NA
3,12,Med,SP4,NA
5,1,Med,SP4,NA
4,12,Med,SP4,NA
5,12,Med,SP4,NA
1,2,Med,SP4,NA
2,2,Med,SP4,NA
3,2,Med,SP4,NA
4,2,N,SP4,NA
5,2,N,SP4,NA
1,3,N,SP4,NA
2,3,N,SP4,NA
3,3,N,SP4,NA
4,3,N,SP4,NA
5,3,N,SP4,NA
1,4,N,SP4,NA
2,4,N,SP4,NA
3,4,N,SP4,NA
1,1,N,SP4,NA
4,4,N,SP4,NA
5,4,N,SP4,NA
1,5,N,SP4,NA
2,5,N,SP4,NA
3,5,N,SP4,NA
4,5,N,SP4,NA
5,5,N,SP4,NA
1,6,N,SP4,NA
2,6,N,SP4,NA
3,6,N,SP4,NA
2,1,N,SP4,NA
4,6,N,SP4,NA
5,6,N,SP4,NA
1,7,N,SP4,NA
2,7,N,SP4,NA
3,7,N,SP4,NA
4,7,N,SP4,NA
5,7,N,SP4,NA
1,8,N,SP4,NA
2,8,N,SP4,NA
3,8,N,SP4,NA
3,1,N,SP4,NA
4,8,N,SP4,NA
5,8,N,SP4,NA
1,9,N,SP4,NA
2,9,N,SP4,NA
3,9,N,SP4,NA
4,9,N,SP4,NA
5,9,N,SP4,NA
1,10,N,SP4,NA
2,10,N,SP4,NA
3,10,N,SP4,NA
4,1,N,SP4,NA
4,10,N,SP4,NA
5,10,N,SP4,NA
1,11,N,SP4,NA
2,11,N,SP4,NA
3,11,N,SP4,NA
4,11,N,SP4,NA
5,11,N,SP4,NA
1,12,N,SP4,NA
2,12,N,SP4,NA
3,12,N,SP4,NA
5,1,N,SP4,NA
4,12,N,SP4,NA
5,12,N,SP4,NA
1,2,N,SP4,NA
2,2,N,SP4,NA
3,2,N,SP4,NA
4,2,PI,SP4,0
5,2,PI,SP4,0
1,3,PI,SP4,0
2,3,PI,SP4,0
3,3,PI,SP4,0
4,3,PI,SP4,0
5,3,PI,SP4,0
1,4,PI,SP4,0
2,4,PI,SP4,0
3,4,PI,SP4,0
1,1,PI,SP4,0
4,4,PI,SP4,0
5,4,PI,SP4,0
1,5,PI,SP4,0
2,5,PI,SP4,0
3,5,PI,SP4,0
4,5,PI,SP4,0
5,5,PI,SP4,0
1,6,PI,SP4,0
2,6,PI,SP4,0
3,6,PI,SP4,0
2,1,PI,SP4,0
4,6,PI,SP4,0
5,6,PI,SP4,0
1,7,PI,SP4,0
2,7,PI,SP4,0
3,7,PI,SP4,0
4,7,PI,SP4,0
5,7,PI,SP4,1
1,8,PI,SP4,0
2,8,PI,SP4,0
3,8,PI,SP4,0
3,1,PI,SP4,0
4,8,PI,SP4,89
5,8,PI,SP4,1.2
1,9,PI,SP4,0
2,9,PI,SP4,0
3,9,PI,SP4,0
4,9,PI,SP4,0
5,9,PI,SP4,0
1,10,PI,SP4,0
2,10,PI,SP4,0
3,10,PI,SP4,0
4,1,PI,SP4,0
4,10,PI,SP4,0
5,10,PI,SP4,0
1,11,PI,SP4,0
2,11,PI,SP4,0
3,11,PI,SP4,0
4,11,PI,SP4,0
5,11,PI,SP4,0
1,12,PI,SP4,0
2,12,PI,SP4,0
3,12,PI,SP4,0
5,1,PI,SP4,0
4,12,PI,SP4,0
5,12,PI,SP4,0
1,2,PI,SP4,0
2,2,PI,SP4,0
3,2,PI,SP4,0
4,2,PI15,SP4,0
5,2,PI15,SP4,0
1,3,PI15,SP4,0
2,3,PI15,SP4,0
3,3,PI15,SP4,0
4,3,PI15,SP4,0
5,3,PI15,SP4,0
1,4,PI15,SP4,0
2,4,PI15,SP4,0
3,4,PI15,SP4,0
1,1,PI15,SP4,0
4,4,PI15,SP4,0
5,4,PI15,SP4,0
5,5,PI15,SP4,0
4,5,PI15,SP4,0
3,5,PI15,SP4,0
2,5,PI15,SP4,0
1,5,PI15,SP4,0
1,6,PI15,SP4,0
2,6,PI15,SP4,0
3,6,PI15,SP4,0
2,1,PI15,SP4,0
4,6,PI15,SP4,0
5,6,PI15,SP4,0
1,7,PI15,SP4,0
2,7,PI15,SP4,0
3,7,PI15,SP4,0
4,7,PI15,SP4,0
5,7,PI15,SP4,0
1,8,PI15,SP4,0
2,8,PI15,SP4,0
3,8,PI15,SP4,0
3,1,PI15,SP4,0
4,8,PI15,SP4,0
5,8,PI15,SP4,0
1,9,PI15,SP4,0
2,9,PI15,SP4,0
3,9,PI15,SP4,0
4,9,PI15,SP4,0
5,9,PI15,SP4,0
1,10,PI15,SP4,0
2,10,PI15,SP4,0
3,10,PI15,SP4,0
4,1,PI15,SP4,0
4,10,PI15,SP4,0
5,10,PI15,SP4,0
1,11,PI15,SP4,0
2,11,PI15,SP4,0
3,11,PI15,SP4,0
4,11,PI15,SP4,0
5,11,PI15,SP4,0
1,12,PI15,SP4,0
2,12,PI15,SP4,0
3,12,PI15,SP4,0
5,1,PI15,SP4,0
4,12,PI15,SP4,0
5,12,PI15,SP4,0
1,2,PI15,SP4,0
2,2,PI15,SP4,0
3,2,PI15,SP4,0
4,2,SQ,SP4,0
5,2,SQ,SP4,0
1,3,SQ,SP4,0
2,3,SQ,SP4,0
3,3,SQ,SP4,0
4,3,SQ,SP4,0
5,3,SQ,SP4,0
1,4,SQ,SP4,0
2,4,SQ,SP4,0
3,4,SQ,SP4,0
1,1,SQ,SP4,0
4,4,SQ,SP4,0
5,4,SQ,SP4,0
5,5,SQ,SP4,0
4,5,SQ,SP4,0
3,5,SQ,SP4,0
2,5,SQ,SP4,0
1,5,SQ,SP4,0
1,6,SQ,SP4,0
2,6,SQ,SP4,0
3,6,SQ,SP4,0
2,1,SQ,SP4,0
4,6,SQ,SP4,0
5,6,SQ,SP4,0
1,7,SQ,SP4,0
2,7,SQ,SP4,0
3,7,SQ,SP4,0
4,7,SQ,SP4,0
5,7,SQ,SP4,0
1,8,SQ,SP4,0
2,8,SQ,SP4,0
3,8,SQ,SP4,0
3,1,SQ,SP4,0
4,8,SQ,SP4,0
5,8,SQ,SP4,0
1,9,SQ,SP4,0
2,9,SQ,SP4,0
3,9,SQ,SP4,0
4,9,SQ,SP4,0
5,9,SQ,SP4,0
1,10,SQ,SP4,0
2,10,SQ,SP4,0
3,10,SQ,SP4,0
4,1,SQ,SP4,0
4,10,SQ,SP4,0
5,10,SQ,SP4,0
1,11,SQ,SP4,0
2,11,SQ,SP4,0
3,11,SQ,SP4,0
4,11,SQ,SP4,0
5,11,SQ,SP4,0
1,12,SQ,SP4,0
2,12,SQ,SP4,0
3,12,SQ,SP4,0
5,1,SQ,SP4,0
4,12,SQ,SP4,0
5,12,SQ,SP4,0
1,2,SQ,SP4,0
2,2,SQ,SP4,0
3,2,SQ,SP4,0
4,2,W,SP4,NA
5,2,W,SP4,NA
1,3,W,SP4,NA
2,3,W,SP4,NA
3,3,W,SP4,NA
4,3,W,SP4,NA
5,3,W,SP4,NA
1,4,W,SP4,NA
2,4,W,SP4,NA
3,4,W,SP4,NA
1,1,W,SP4,NA
4,4,W,SP4,NA
5,4,W,SP4,NA
1,5,W,SP4,NA
2,5,W,SP4,NA
3,5,W,SP4,NA
4,5,W,SP4,NA
5,5,W,SP4,NA
1,6,W,SP4,NA
2,6,W,SP4,NA
3,6,W,SP4,NA
2,1,W,SP4,NA
4,6,W,SP4,NA
5,6,W,SP4,NA
1,7,W,SP4,NA
2,7,W,SP4,NA
3,7,W,SP4,NA
4,7,W,SP4,NA
5,7,W,SP4,NA
1,8,W,SP4,NA
2,8,W,SP4,NA
3,8,W,SP4,NA
3,1,W,SP4,NA
4,8,W,SP4,NA
5,8,W,SP4,NA
1,9,W,SP4,NA
2,9,W,SP4,NA
3,9,W,SP4,NA
4,9,W,SP4,NA
5,9,W,SP4,NA
1,10,W,SP4,NA
2,10,W,SP4,NA
3,10,W,SP4,NA
4,1,W,SP4,NA
4,10,W,SP4,NA
5,10,W,SP4,NA
1,11,W,SP4,NA
2,11,W,SP4,NA
3,11,W,SP4,NA
4,11,W,SP4,NA
5,11,W,SP4,NA
1,12,W,SP4,NA
2,12,W,SP4,NA
3,12,W,SP4,NA
5,1,W,SP4,NA
4,12,W,SP4,NA
5,12,W,SP4,NA
0,0,W,SP4,NA
0,0,W,SP4,NA
0,0,W,SP4,NA
0,0,W,SP4,NA
0,0,W,SP4,NA
0,0,W,SP4,NA
0,0,W,SP4,NA
0,0,W,SP4,NA
1,2,W,SP4,NA
0,0,W,SP4,NA
0,0,W,SP4,NA
0,0,W,SP4,NA
0,0,W,SP4,NA
0,0,W,SP4,NA
0,0,W,SP4,NA
2,2,W,SP4,NA
3,2,W,SP4,NA
2,11,EP,SP5,NA
1,11,EP,SP5,NA
5,10,EP,SP5,NA
4,10,EP,SP5,NA
3,10,EP,SP5,NA
2,10,EP,SP5,NA
1,10,EP,SP5,NA
1,9,EP,SP5,NA
2,9,EP,SP5,NA
3,9,EP,SP5,NA
1,12,EP,SP5,NA
4,9,EP,SP5,NA
5,9,EP,SP5,NA
1,8,EP,SP5,NA
2,8,EP,SP5,NA
3,8,EP,SP5,NA
4,8,EP,SP5,NA
5,8,EP,SP5,NA
1,7,EP,SP5,NA
2,7,EP,SP5,NA
3,7,EP,SP5,NA
2,12,EP,SP5,NA
4,7,EP,SP5,NA
5,7,EP,SP5,NA
1,6,EP,SP5,NA
2,6,EP,SP5,NA
3,6,EP,SP5,NA
4,6,EP,SP5,NA
5,6,EP,SP5,NA
5,5,EP,SP5,NA
4,5,EP,SP5,NA
3,5,EP,SP5,NA
3,12,EP,SP5,NA
2,5,EP,SP5,NA
1,5,EP,SP5,NA
1,4,EP,SP5,NA
2,4,EP,SP5,NA
3,4,EP,SP5,NA
4,4,EP,SP5,NA
5,4,EP,SP5,NA
5,3,EP,SP5,NA
4,3,EP,SP5,NA
3,3,EP,SP5,NA
4,12,EP,SP5,NA
2,3,EP,SP5,NA
1,3,EP,SP5,NA
1,2,EP,SP5,NA
2,2,EP,SP5,NA
3,2,EP,SP5,NA
4,2,EP,SP5,NA
5,2,EP,SP5,NA
1,1,EP,SP5,NA
2,1,EP,SP5,NA
3,1,EP,SP5,NA
5,12,EP,SP5,NA
4,1,EP,SP5,NA
5,1,EP,SP5,NA
5,11,EP,SP5,NA
4,11,EP,SP5,NA
3,11,EP,SP5,NA
4,8,GC,SP5,NA
5,8,GC,SP5,NA
1,12,GC,SP5,NA
2,12,GC,SP5,NA
3,12,GC,SP5,NA
4,12,GC,SP5,NA
5,12,GC,SP5,NA
1,7,GC,SP5,NA
2,7,GC,SP5,NA
1,6,GC,SP5,NA
1,10,GC,SP5,NA
2,6,GC,SP5,NA
5,1,GC,SP5,NA
1,4,GC,SP5,NA
2,4,GC,SP5,NA
3,4,GC,SP5,NA
4,4,GC,SP5,NA
5,4,GC,SP5,NA
1,5,GC,SP5,NA
2,5,GC,SP5,NA
3,5,GC,SP5,NA
2,10,GC,SP5,NA
4,5,GC,SP5,NA
5,5,GC,SP5,NA
1,11,GC,SP5,NA
2,11,GC,SP5,NA
3,11,GC,SP5,NA
4,11,GC,SP5,NA
5,11,GC,SP5,NA
1,9,GC,SP5,NA
2,9,GC,SP5,NA
3,9,GC,SP5,NA
3,10,GC,SP5,NA
4,9,GC,SP5,NA
5,9,GC,SP5,NA
5,7,GC,SP5,NA
4,7,GC,SP5,NA
3,7,GC,SP5,NA
5,6,GC,SP5,NA
4,6,GC,SP5,NA
4,10,GC,SP5,NA
5,10,GC,SP5,NA
1,8,GC,SP5,NA
2,8,GC,SP5,NA
3,8,GC,SP5,NA
4,2,Med,SP5,NA
5,2,Med,SP5,NA
1,3,Med,SP5,NA
2,3,Med,SP5,NA
3,3,Med,SP5,NA
4,3,Med,SP5,NA
5,3,Med,SP5,NA
1,4,Med,SP5,NA
2,4,Med,SP5,NA
3,4,Med,SP5,NA
1,1,Med,SP5,NA
4,4,Med,SP5,NA
5,4,Med,SP5,NA
5,5,Med,SP5,NA
4,5,Med,SP5,NA
3,5,Med,SP5,NA
2,5,Med,SP5,NA
1,5,Med,SP5,NA
1,6,Med,SP5,NA
2,6,Med,SP5,NA
3,6,Med,SP5,NA
2,1,Med,SP5,NA
4,6,Med,SP5,NA
5,6,Med,SP5,NA
1,7,Med,SP5,NA
2,7,Med,SP5,NA
3,7,Med,SP5,NA
4,7,Med,SP5,NA
5,7,Med,SP5,NA
1,8,Med,SP5,NA
2,8,Med,SP5,NA
3,8,Med,SP5,NA
3,1,Med,SP5,NA
4,8,Med,SP5,NA
5,8,Med,SP5,NA
5,9,Med,SP5,NA
4,9,Med,SP5,NA
3,9,Med,SP5,NA
2,9,Med,SP5,NA
1,9,Med,SP5,NA
5,10,Med,SP5,NA
4,10,Med,SP5,NA
3,10,Med,SP5,NA
4,1,Med,SP5,NA
2,10,Med,SP5,NA
1,10,Med,SP5,NA
1,11,Med,SP5,NA
2,11,Med,SP5,NA
3,11,Med,SP5,NA
4,11,Med,SP5,NA
5,11,Med,SP5,NA
1,12,Med,SP5,NA
2,12,Med,SP5,NA
3,12,Med,SP5,NA
5,1,Med,SP5,NA
4,12,Med,SP5,NA
5,12,Med,SP5,NA
1,2,Med,SP5,NA
2,2,Med,SP5,NA
3,2,Med,SP5,NA
4,2,N,SP5,NA
5,2,N,SP5,NA
1,3,N,SP5,NA
2,3,N,SP5,NA
3,3,N,SP5,NA
4,3,N,SP5,NA
5,3,N,SP5,NA
1,4,N,SP5,NA
2,4,N,SP5,NA
3,4,N,SP5,NA
1,1,N,SP5,NA
4,4,N,SP5,NA
5,4,N,SP5,NA
1,5,N,SP5,NA
2,5,N,SP5,NA
3,5,N,SP5,NA
4,5,N,SP5,NA
5,5,N,SP5,NA
1,6,N,SP5,NA
2,6,N,SP5,NA
3,6,N,SP5,NA
2,1,N,SP5,NA
4,6,N,SP5,NA
5,6,N,SP5,NA
1,7,N,SP5,NA
2,7,N,SP5,NA
3,7,N,SP5,NA
4,7,N,SP5,NA
5,7,N,SP5,NA
1,8,N,SP5,NA
2,8,N,SP5,NA
3,8,N,SP5,NA
3,1,N,SP5,NA
4,8,N,SP5,NA
5,8,N,SP5,NA
1,9,N,SP5,NA
2,9,N,SP5,NA
3,9,N,SP5,NA
4,9,N,SP5,NA
5,9,N,SP5,NA
1,10,N,SP5,NA
2,10,N,SP5,NA
3,10,N,SP5,NA
4,1,N,SP5,NA
4,10,N,SP5,NA
5,10,N,SP5,NA
1,11,N,SP5,NA
2,11,N,SP5,NA
3,11,N,SP5,NA
4,11,N,SP5,NA
5,11,N,SP5,NA
1,12,N,SP5,NA
2,12,N,SP5,NA
3,12,N,SP5,NA
5,1,N,SP5,NA
4,12,N,SP5,NA
5,12,N,SP5,NA
1,2,N,SP5,NA
2,2,N,SP5,NA
3,2,N,SP5,NA
4,2,PI,SP5,0
5,2,PI,SP5,0
1,3,PI,SP5,0
2,3,PI,SP5,0
3,3,PI,SP5,0
4,3,PI,SP5,0
5,3,PI,SP5,0
1,4,PI,SP5,0
2,4,PI,SP5,0
3,4,PI,SP5,0
1,1,PI,SP5,0
4,4,PI,SP5,0
5,4,PI,SP5,0
1,5,PI,SP5,0
2,5,PI,SP5,0
3,5,PI,SP5,0
4,5,PI,SP5,0
5,5,PI,SP5,0
1,6,PI,SP5,0
2,6,PI,SP5,0
3,6,PI,SP5,0
2,1,PI,SP5,0
4,6,PI,SP5,0
5,6,PI,SP5,0
1,7,PI,SP5,0
2,7,PI,SP5,0
3,7,PI,SP5,0
4,7,PI,SP5,0
5,7,PI,SP5,41
1,8,PI,SP5,0
2,8,PI,SP5,0
3,8,PI,SP5,0
3,1,PI,SP5,0
4,8,PI,SP5,0
5,8,PI,SP5,0
1,9,PI,SP5,0
2,9,PI,SP5,0
3,9,PI,SP5,0
4,9,PI,SP5,0
5,9,PI,SP5,0
1,10,PI,SP5,0
2,10,PI,SP5,0
3,10,PI,SP5,0
4,1,PI,SP5,0
4,10,PI,SP5,0
5,10,PI,SP5,0
1,11,PI,SP5,0
2,11,PI,SP5,0
3,11,PI,SP5,0
4,11,PI,SP5,0
5,11,PI,SP5,0
1,12,PI,SP5,0
2,12,PI,SP5,0
3,12,PI,SP5,0
5,1,PI,SP5,0
4,12,PI,SP5,0
5,12,PI,SP5,0
1,2,PI,SP5,0
2,2,PI,SP5,0
3,2,PI,SP5,0
4,2,PI15,SP5,0
5,2,PI15,SP5,0
1,3,PI15,SP5,0
2,3,PI15,SP5,0
3,3,PI15,SP5,0
4,3,PI15,SP5,0
5,3,PI15,SP5,0
1,4,PI15,SP5,0
2,4,PI15,SP5,0
3,4,PI15,SP5,0
1,1,PI15,SP5,0
4,4,PI15,SP5,0
5,4,PI15,SP5,0
5,5,PI15,SP5,0
4,5,PI15,SP5,0
3,5,PI15,SP5,0
2,5,PI15,SP5,0
1,5,PI15,SP5,0
1,6,PI15,SP5,0
2,6,PI15,SP5,0
3,6,PI15,SP5,0
2,1,PI15,SP5,0
4,6,PI15,SP5,0
5,6,PI15,SP5,0
1,7,PI15,SP5,0
2,7,PI15,SP5,0
3,7,PI15,SP5,0
4,7,PI15,SP5,0
5,7,PI15,SP5,0
1,8,PI15,SP5,0
2,8,PI15,SP5,0
3,8,PI15,SP5,0
3,1,PI15,SP5,0
4,8,PI15,SP5,0
5,8,PI15,SP5,0
1,9,PI15,SP5,0
2,9,PI15,SP5,0
3,9,PI15,SP5,0
4,9,PI15,SP5,0
5,9,PI15,SP5,0
1,10,PI15,SP5,0
2,10,PI15,SP5,0
3,10,PI15,SP5,0
4,1,PI15,SP5,0
4,10,PI15,SP5,0
5,10,PI15,SP5,0
1,11,PI15,SP5,0
2,11,PI15,SP5,0
3,11,PI15,SP5,0
4,11,PI15,SP5,0
5,11,PI15,SP5,0
1,12,PI15,SP5,0
2,12,PI15,SP5,0
3,12,PI15,SP5,0
5,1,PI15,SP5,0
4,12,PI15,SP5,0
5,12,PI15,SP5,0
1,2,PI15,SP5,0
2,2,PI15,SP5,0
3,2,PI15,SP5,0
4,2,SQ,SP5,0
5,2,SQ,SP5,0
1,3,SQ,SP5,0
2,3,SQ,SP5,0
3,3,SQ,SP5,0
4,3,SQ,SP5,0
5,3,SQ,SP5,0
1,4,SQ,SP5,0
2,4,SQ,SP5,0
3,4,SQ,SP5,0
1,1,SQ,SP5,0
4,4,SQ,SP5,0
5,4,SQ,SP5,0
5,5,SQ,SP5,0
4,5,SQ,SP5,0
3,5,SQ,SP5,0
2,5,SQ,SP5,0
1,5,SQ,SP5,0
1,6,SQ,SP5,0
2,6,SQ,SP5,0
3,6,SQ,SP5,0
2,1,SQ,SP5,0
4,6,SQ,SP5,0
5,6,SQ,SP5,0
1,7,SQ,SP5,0
2,7,SQ,SP5,0
3,7,SQ,SP5,0
4,7,SQ,SP5,0
5,7,SQ,SP5,0
1,8,SQ,SP5,0
2,8,SQ,SP5,0
3,8,SQ,SP5,0
3,1,SQ,SP5,0
4,8,SQ,SP5,0
5,8,SQ,SP5,0
1,9,SQ,SP5,0
2,9,SQ,SP5,0
3,9,SQ,SP5,0
4,9,SQ,SP5,0
5,9,SQ,SP5,0
1,10,SQ,SP5,0
2,10,SQ,SP5,0
3,10,SQ,SP5,0
4,1,SQ,SP5,0
4,10,SQ,SP5,0
5,10,SQ,SP5,0
1,11,SQ,SP5,0
2,11,SQ,SP5,0
3,11,SQ,SP5,0
4,11,SQ,SP5,0
5,11,SQ,SP5,0
1,12,SQ,SP5,0
2,12,SQ,SP5,0
3,12,SQ,SP5,0
5,1,SQ,SP5,0
4,12,SQ,SP5,0
5,12,SQ,SP5,0
1,2,SQ,SP5,0
2,2,SQ,SP5,0
3,2,SQ,SP5,0
4,2,W,SP5,NA
5,2,W,SP5,NA
1,3,W,SP5,NA
2,3,W,SP5,NA
3,3,W,SP5,NA
4,3,W,SP5,NA
5,3,W,SP5,NA
1,4,W,SP5,NA
2,4,W,SP5,NA
3,4,W,SP5,NA
1,1,W,SP5,NA
4,4,W,SP5,NA
5,4,W,SP5,NA
1,5,W,SP5,NA
2,5,W,SP5,NA
3,5,W,SP5,NA
4,5,W,SP5,NA
5,5,W,SP5,NA
1,6,W,SP5,NA
2,6,W,SP5,NA
3,6,W,SP5,NA
2,1,W,SP5,NA
4,6,W,SP5,NA
